,code,level,processed_code
107639,"restaurant is ask where are we eating tonight?
print 'welcome to ' restaurant
MyName is ask my name is
print 'my name is ' MyName ' and i will be serving you tonight '
Name1 is ask what is your name
print 'hi ' Name1 ' its nice to meet you '
name2 is ask my name is
print 'hi' name2 'its nice to meet you two'
drinkA is ask what drink will you be having
drinkB is ask what drink will you be having
",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % 
107645,"restaurant is ask where are we eating tonight?
print 'welcome to ' restaurant
MyName is ask my name is
print 'my name is ' MyName ' and i will be serving you tonight '
Name1 is ask what is your name
print 'hi ' Name1 ' its nice to meet you '
name2 is ask my name is
",6,% % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is print % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % is 
107951,"player1 is rock
player2 is ask rock paper scissors 
print player2 
print player1
if player2 is rock print 'tie' 
if player2 is paper print 'player2 win' 
if player2 is scissors print 'player1 win'",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % print % % % % % % % print % % % % % % % if % % % % % % % is % % % % print % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % % % if % % % % % % % is % % % % % % % % print % % % % % % % % % % % % 
107955,"player1 is rock
player2 is ask rock paper scissors 
print player2 
print player1
if player2 is rock print 'tie' 
if player2 is paper print 'player2 win' 
if player2 is scissor print 'player1 ' 'win '",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % print % % % % % % % print % % % % % % % if % % % % % % % is % % % % print % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % % % if % % % % % % % is % % % % % % % print % % % % % % % % % % % % % % 
107964,"player1 is rock
player2 is ask rock paper scissors 
print player2 
print player1
if player2 is rock print 'tie' 
if player2 is paper print 'player2 win' 
if player2 is scissor print 'player1 win'",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % print % % % % % % % print % % % % % % % if % % % % % % % is % % % % print % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % % % if % % % % % % % is % % % % % % % print % % % % % % % % % % % % 
108098,"print ' rock paper scissors '

player_1 is ask if player_2 is ready

print ' player_1 puts rock '

print ' player_2 puts scissors '

print ' player_1 wins '",6,print % % % % % % % % % % % % % % % % % % % % % % % % % _% is ask if % % % % % % _% is % % % % % print % % % % % % % _% % % % % % % % % % print % % % % % % % _% % % % % % % % % % % % % % print % % % % % % % _% % % % % % 
108146,"print 'game is heads or tails '

coin is ask heads tails

if coin is heads print 'correct' else print 'incorrect '

",6,print % % % % % is % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % else print % % % % % % % % % % % 
108911,"number is ask Give me a number?
print number ' times 5 is ' number * 5",6,% % % % % % is ask % % % % % % % % % % % % % % print % % % % % % % % % % % % % is % % % % % % % *% 
109424,"name is OceanBasket
print Welcome to name
",6,% % % % is % % % % % % % % % % % print % % % % % % % % % % % % % 
109428,"name is OceanBasket
print Welcome to name
name is ask what is your name?
print My Name is name and i will be serving you tonight
name is ask What is your name Sir?
print Hi name its nice to meet you
name is ask What is your name Miss?
print Hi name its nice to meet you
Drinks is fanta, Coke
print Great i will be back with one Drinks at 0 and Drinks at 1
print 5 minutes passed
print Here is your Drinks at 0 name
print Here is your Drinks at 1 name",6,% % % % is % % % % % % % % % % % print % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % print % % % % is % % % % % % % % % % % % % % % % % print % % % % is % % % % % % % % % % % % % % % % % 
109597,"food is pizza, steak, fish
print 'customer what specials do you have?'
print 'waiter we have pizza, steak, fish '
print 'waiter what would you like to have?'
food is ask what would you like to have?
customer is ask i would like to have
if customer is pizza print 'sure'
if customer is steak print 'okay'
if customer is fish print 'great'",6,% % % % is % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % print % % % % % % if % % % % % % % % is % % % % % print % % % % % % if % % % % % % % % is % % % % print % % % % % % % 
109599,"print 'customer: What specials do you have today?' 
specials is tacos, ribs, crab cakes
print 'waiter: We have'
print specials 
customer is ask which one of our special would you like 
print customer
print specials",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % print % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % print % % % % % % % % 
109601,"print 'customer: What specials do you have today?' 
specials is tacos, ribs, crab cakes
print 'waiter: We have'
print specials 
customer is ask which one of our special would you like 
print customer",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % print % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % 
109603,"player1 is rock
player2 is ask pick head paper or scissors
print player1
print player2 '  player2 wins'",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % print % % % % % % % % % % % % % % % % % % % % 
109604,"player1 is rock
player2 is ask pick head paper or scissors
print player1
print player2 '...player2 wins'",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % print % % % % % % % % ...% % % % % % % % % % % % 
109607,"player1 is rock
print player1
player2 is ask pick head paper or scissors
print player2 '...player2 wins'",6,% % % % % % % is % % % % print % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % ...% % % % % % % % % % % % 
109608,"player1 is rock, paper, scissors
player2 is ask rock paper or scissors
print 'player1 ' player1 at random
print 'player2 ' player2 ",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % 
109609,"player1 is rock, paper, scissors
print 'player1 ' player1 at random
player2 is ask rock paper or scissors
print 'player2  ' player2 ",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % 
109616,"player1 is rock, paper, scissors
print 'player1 ' player1 at random
player2 is ask rock paper or scissors",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % 
109618,"player1 is rock, paper, scissors
print 'player1 ' player1 at random",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % 
109620,"player1 is rock, paper, scissors
print 'h' player1 at random",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % 
109621,"player1 is rock, paper, scissors
print player1 at random",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % 
109626,"player1 is rock, paper, scissors
print player1 '...player1' at random",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % ...% % % % % % % % % % % % % % % % 
109649,"player1 is rock
print player1
player2 is ask pick head paper or scissors
print player2 'player2 wins'",6,% % % % % % % is % % % % print % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % 
109650,"player1 is rock
print player1
player2 is ask pick head paper or scissors
print player2",6,% % % % % % % is % % % % print % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % 
109651,"player1 is rock
player2 is ask pick head paper or scissors
print player2",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % 
109653,"player1 is rock
player2 is ask rock, paper, scissor
print player2",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % print % % % % % % % 
109654,"player1 is rock
player2 is ask rock, paper, scissor
",6,% % % % % % % is % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % 
109660,"game is ask heads or tails?
if game is heads print 'correct!' else print 'incorrect!'",6,% % % % is ask % % % % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % % else print % % % % % % % % % % % % 
109664,"print 'customer: What specials do you have today?' 
specials is tacos, ribs, crab cakes
print 'waiter: We have'
print specials 
customer is ask which one of our special would you like 
if customer is specials print specials
",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % print % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % print % % % % % % % % 
109674,"print 'customer: What specials do you have today?' 
specials is tacos, ribs, crab cakes
print 'waiter: We have'
print specials 
customer is ask which one of our special would you like 
if customer is '' print consumer else print ''
",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % print % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % % % else print % % 
109676,"print 'customer: What specials do you have today?' 
specials is tacos, ribs, crab cakes
print 'waiter: We have'
print specials 
customer is ask which one of our special would you like 
if customer is taco print consumer else print ''
",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % print % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % print % % % % % % % % else print % % 
109886,"game is ask heads or tails?
if game is heads print 'correct!' else print 'incorrect'",6,% % % % is ask % % % % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % % else print % % % % % % % % % % % 
109968,"resultado is ask ¿Cuánto es 10 más 10?
if resultado is tonto print '¡¡Correcto!!' else print '¡Casi!, inténtalo otra vez'",6,% % % % % % % % % is ask ¿% % á% % % % % % % % á% % % % if % % % % % % % % % is % % % % % print % ¡¡% % % % % % % % % % % else print % ¡% % % % % % % % % é% % % % % % % % % % % % % 
109970,"resultado is ask ¿Cuánto es 10 más 10?
if resultado is hola print '¡¡Correcto!!' else print '¡Casi!, inténtalo otra vez'",6,% % % % % % % % % is ask ¿% % á% % % % % % % % á% % % % if % % % % % % % % % is % % % % print % ¡¡% % % % % % % % % % % else print % ¡% % % % % % % % % é% % % % % % % % % % % % % 
109979,print '5 veces 5 es ' 5 * 66777,6,print % % % % % % % % % % % % *% % % % % 
110174,print '10 plus 2' is 10 + 2,6,print % % % % % % % % % is % % +% 
110176,print '5 times 5 is ' 10 + 2,6,print % % % % % % % % is % % % +% 
110177,print '5 times 5 is ' 10 / 2,6,print % % % % % % % % is % % % /% 
110252,"antwoord is ask Hoeveel is 5 x 5?
if antwoord is 25 print 'Goedzo!' else print 'Foutje'",6,% % % % % % % % is ask % % % % % % % is % % % % if % % % % % % % % is % % print % % % % % % % % % else print % % % % % % % % 
110255,"antwoord is ask Hoeveel is 5 * 5?
if antwoord is 25 print 'Goedzo!' else print 'Foutje'",6,% % % % % % % % is ask % % % % % % % is % *% % if % % % % % % % % is % % print % % % % % % % % % else print % % % % % % % % 
110259,"print '5 keer 5 is ' 5 * 5
print '5 times 7 is ' 5 * 7
print '16 times 27 is ' 16 * 27",6,print % % % % % % % is % % *% print % % % % % % % % is % % *% print % % % % % % % % % % is % % % *% % 
